Species,Type,Dead Code,X,Y,Diam10,Height,dead,DBH,SnagDecayClass
PISY,Adult,Alive,37.3225,12.5201,NA,12.6809,0,24.8223,0
PISY,Adult,Alive,37.3289,14.2308,NA,12.7106,0,24.941,0
PISY,Adult,Alive,36.4062,11.6123,NA,13.5432,0,28.5425,0
PISY,Adult,Alive,36.141,15.2248,NA,13.7963,0,29.7613,0
PISY,Sapling,Alive,34.6925,16.4786,4.71362,3.13001,0,2.50335,NA
PISY,Sapling,Alive,32.5415,22.0808,9.72553,4.86665,0,5.24487,NA
PISY,Sapling,Alive,34.5137,20.7703,10.1532,5.00534,0,5.47879,NA
PISY,Adult,Alive,35.2915,21.553,NA,6.15173,0,7.5108,0
PISY,Adult,Alive,32.8365,23.7893,NA,6.29515,0,7.77833,0
PISY,Adult,Alive,32.1049,22.9901,NA,6.3142,0,7.8141,0
PISY,Adult,Alive,38.5655,23.7356,NA,6.4638,0,8.097,0
PISY,Adult,Alive,35.4085,19.139,NA,6.56638,0,8.29305,0
PISY,Adult,Alive,34.3083,16.1711,NA,6.75786,0,8.66359,0
PISY,Adult,Alive,33.9667,19.7678,NA,6.83228,0,8.80927,0
PISY,Adult,Alive,37.6997,19.5192,NA,8.45299,0,12.2385,0
PISY,Adult,Alive,33.266,22.8884,NA,8.54884,0,12.4585,0
PISY,Adult,Alive,35.2496,18.9381,NA,8.75091,0,12.9294,0
PISY,Adult,Alive,36.074,23.817,NA,9.09809,0,13.7621,0
PISY,Adult,Alive,35.5903,19.7606,NA,10.4368,0,17.2938,0
PISY,Snag,Alive,39.2367,20.5674,NA,10.9158,NA,18.7042,5
PISY,Adult,Alive,35.9587,21.7456,NA,12.2788,0,23.2763,0
PISY,Adult,Alive,39.9146,17.6445,NA,12.6657,0,24.7622,0
PISY,Adult,Alive,38.1848,20.9359,NA,13.0463,0,26.3249,0
PISY,Sapling,Alive,32.3233,27.4084,4.69444,3.12295,0,2.49286,NA
PISY,Sapling,Alive,37.2188,31.6224,6.42212,3.74574,0,3.4379,NA
PISY,Adult,Alive,39.6485,24.7659,NA,6.55317,0,8.2677,0
PISY,Adult,Alive,39.1286,26.9376,NA,6.94844,0,9.03852,0
PISY,Adult,Alive,32.8522,30.36,NA,7.7352,0,10.6554,0
PISY,Adult,Alive,38.278,27.7491,NA,8.18535,0,11.6352,0
PISY,Adult,Alive,34.0803,26.8815,NA,9.80694,0,15.5635,0
PISY,Adult,Alive,33.1915,27.2934,NA,9.98956,0,16.0518,0
PISY,Adult,Alive,34.2479,26.7337,NA,10.2709,0,16.825,0
PISY,Adult,Alive,34.8685,30.9138,NA,10.7247,0,18.1309,0
PISY,Adult,Alive,36.8647,26.804,NA,10.923400000000001,0,18.7275,0
PISY,Adult,Alive,33.6773,24.1914,NA,12.3294,0,23.4652,0
PISY,Adult,Alive,32.0547,26.4847,NA,12.5724,0,24.3949,0
PISY,Adult,Alive,36.5898,24.8824,NA,13.0611,0,26.3879,0
PISY,Sapling,Alive,37.7882,33.3268,2.8397,2.42483,0,1.47831,NA
PISY,Sapling,Alive,32.0491,32.8092,3.61613,2.72088,0,1.90302,NA
PISY,Sapling,Alive,32.8304,38.5198,5.33793,3.35795,0,2.84485,NA
PISY,Sapling,Alive,36.9385,35.9168,5.42487,3.38943,0,2.8924,NA
PISY,Sapling,Alive,37.6712,33.3409,6.70031,3.84362,0,3.59007,NA
PISY,Sapling,Alive,34.0837,39.0492,6.79851,3.87802,0,3.64379,NA
PISY,Sapling,Alive,35.0857,32.971,7.42342,4.09499,0,3.98561,NA
PISY,Sapling,Alive,32.2614,32.3259,10.9584,5.26264,0,5.91927,NA
PISY,Adult,Alive,37.3865,32.0713,NA,6.15557,0,7.51791,0
PISY,Adult,Alive,37.8346,39.0643,NA,6.31399,0,7.8137,0
PISY,Adult,Alive,34.133,35.0916,NA,6.38392,0,7.94549,0
PISY,Adult,Alive,38.5272,34.4137,NA,6.6769,0,8.50619,0
PISY,Adult,Alive,35.7453,34.9536,NA,6.70574,0,8.56214,0
PISY,Adult,Alive,37.8278,35.7712,NA,6.71024,0,8.57087,0
PISY,Adult,Alive,37.5903,33.1183,NA,6.97354,0,9.08835,0
PISY,Adult,Alive,35.1997,37.4025,NA,9.3457,0,14.3752,0
PISY,Adult,Alive,39.4615,39.7753,NA,9.66926,0,15.2023,0
PISY,Adult,Alive,35.1907,35.1571,NA,10.6688,0,17.9661,0
PISY,Adult,Alive,36.8471,39.5647,NA,10.7057,0,18.0748,0
PISY,Adult,Alive,33.6697,34.1356,NA,11.1908,0,19.5555,0
PISY,Adult,Alive,39.7397,33.82,NA,11.5512,0,20.721800000000002,0
PISY,Adult,Alive,35.6736,38.6526,NA,13.0563,0,26.3674,0
PISY,Sapling,Alive,32.6146,45.1759,3.64693,2.73251,0,1.91987,NA
PISY,Sapling,Alive,38.8346,46.3096,3.6776,2.74409,0,1.93665,NA
PISY,Sapling,Alive,35.3052,46.8005,6.97401,3.93928,0,3.73978,NA
PISY,Sapling,Alive,32.9529,45.9943,11.1472,5.32222,0,6.0225,NA
PISY,Sapling,Alive,38.632,41.1422,11.4042,5.40294,0,6.16311,NA
PISY,Sapling,Alive,38.4392,40.1199,13.3313,5.99239,0,7.21723,NA
PISY,Adult,Alive,33.2333,42.4681,NA,6.34226,0,7.86688,0
PISY,Adult,Alive,36.3874,41.8995,NA,6.4875,0,8.1421500000000009,0
PISY,Adult,Alive,35.5848,47.1408,NA,6.66053,0,8.47448,0
PISY,Adult,Alive,37.4489,41.6998,NA,6.80855,0,8.76271,0
PISY,Adult,Alive,32.3566,45.4633,NA,8.62791,0,12.6416,0
PISY,Adult,Alive,39.8058,46.2461,NA,8.67299,0,12.7467,0
PISY,Adult,Alive,38.3394,46.3388,NA,9.77793,0,15.4869,0
PISY,Adult,Alive,33.9642,43.4604,NA,10.9771,0,18.8912,0
PISY,Adult,Alive,39.5087,40.8529,NA,11.5881,0,20.8446,0
PISY,Adult,Alive,38.9707,47.0347,NA,11.8778,0,21.8331,0
PISY,Adult,Alive,35.0804,40.1017,NA,13.2345,0,27.1396,0
PISY,Adult,Alive,32.9278,45.7894,NA,14.0193,0,30.8923,0
PISY,Sapling,Alive,37.7274,48.5674,4.28091,2.96999,0,2.26666,NA
PISY,Sapling,Alive,37.1499,55.2731,6.10779,3.63436,0,3.26596,NA
PISY,Sapling,Alive,39.3989,51.6509,7.26634,4.04075,0,3.89969,NA
PISY,Sapling,Alive,32.3179,48.4482,12.5248,5.74901,0,6.77604,NA
PISY,Sapling,Alive,35.5057,54.8352,13.4203,6.01894,0,7.26589,NA
PISY,Adult,Alive,39.9787,50.6326,NA,6.26887,0,7.72906,0
PISY,Adult,Alive,34.3686,53.2444,NA,6.38257,0,7.94295,0
PISY,Adult,Alive,38.2212,53.3296,NA,6.53148,0,8.22616,0
PISY,Adult,Alive,36.9234,52.9931,NA,6.54622,0,8.25438,0
PISY,Adult,Alive,32.8808,54.1099,NA,6.67231,0,8.4973,0
PISY,Adult,Alive,38.8961,55.1018,NA,6.84826,0,8.84066,0
PISY,Adult,Alive,34.696,50.9454,NA,7.20049,0,9.54407,0
PISY,Adult,Alive,37.4234,51.1726,NA,7.28447,0,9.71505,0
PISY,Adult,Alive,35.304,50.5816,NA,11.4051,0,20.2416,0
PISY,Adult,Alive,32.8637,55.8124,NA,11.6778,0,21.1462,0
PISY,Adult,Alive,33.2678,48.5456,NA,12.3332,0,23.4794,0
PISY,Adult,Alive,36.284,55.661,NA,12.5208,0,24.1943,0
PISY,Adult,Alive,39.8307,50.7157,NA,13.0883,0,26.5042,0
PISY,Adult,Alive,34.0934,51.5722,NA,14.0084,0,30.8357,0
PISY,Sapling,Alive,32.3459,63.9102,4.78124,3.15487,0,2.54034,NA
PISY,Adult,Alive,37.8818,59.7455,NA,6.35328,0,7.88766,0
PISY,Adult,Alive,36.4953,63.3424,NA,6.48079,0,8.12935,0
PISY,Adult,Alive,35.4971,63.2055,NA,6.55499,0,8.27119,0
PISY,Adult,Alive,36.19,60.7008,NA,6.6521,0,8.45818,0
PISY,Adult,Alive,37.5865,60.1929,NA,6.80437,0,8.75451,0
PISY,Adult,Alive,38.0788,57.9245,NA,6.91994,0,8.98205,0
PISY,Adult,Alive,38.9235,56.2761,NA,7.04221,0,9.22529,0
PISY,Adult,Alive,39.5419,60.4253,NA,7.05267,0,9.24623,0
PISY,Adult,Alive,32.4958,60.2858,NA,7.91206,0,11.0354,0
PISY,Adult,Alive,32.1724,61.7502,NA,8.2597,0,11.8012,0
PISY,Adult,Alive,35.7158,57.2885,NA,8.43748,0,12.2031,0
PISY,Adult,Alive,37.7639,62.7572,NA,8.7314,0,12.8835,0
PISY,Adult,Alive,39.1505,62.8081,NA,10.6373,0,17.8736,0
PISY,Adult,Alive,35.638,59.5462,NA,12.4218,0,23.8144,0
PISY,Adult,Alive,33.9033,63.4423,NA,12.6065,0,24.5283,0
PISY,Adult,Alive,39.9995,63.3351,NA,13.9424,0,30.4955,0
PISY,Sapling,Alive,35.6658,66.6588,4.21679,2.94614,0,2.23158,NA
PISY,Sapling,Alive,39.4696,66.5058,4.30519,2.97902,0,2.27994,NA
PISY,Sapling,Alive,34.5944,67.9569,7.27672,4.04434,0,3.90537,NA
PISY,Sapling,Alive,39.4425,68.7431,8.45559,4.44627,0,4.55021,NA
PISY,Sapling,Alive,37.2266,65.5712,10.698,5.17997,0,5.77682,NA
PISY,Adult,Alive,36.1268,68.4071,NA,6.21464,0,7.62775,0
PISY,Adult,Alive,32.9287,64.6227,NA,6.44256,0,8.05661,0
PISY,Adult,Alive,38.6272,65.8213,NA,6.50608,0,8.17761,0
PISY,Adult,Alive,36.8762,65.9682,NA,6.88523,0,8.91348,0
PISY,Adult,Alive,34.3131,70.7093,NA,6.89083,0,8.92453,0
PISY,Adult,Alive,36.3547,64.3537,NA,6.96534,0,9.07206,0
PISY,Adult,Alive,37.4629,67.9181,NA,7.39065,0,9.93311,0
PISY,Adult,Alive,37.899,71.598,NA,10.4128,0,17.2255,0
PISY,Adult,Alive,38.6945,71.3724,NA,10.5406,0,17.5922,0
PISY,Adult,Alive,32.8766,70.7686,NA,11.2889,0,19.8669,0
PISY,Adult,Alive,34.3899,67.7018,NA,12.2361,0,23.1183,0
PISY,Adult,Alive,35.779,70.4868,NA,14.1071,0,31.3531,0
PISY,Sapling,Alive,36.9134,75.2877,3.82684,2.80028,0,2.01828,NA
PISY,Sapling,Alive,38.9167,79.4908,5.65497,3.47241,0,3.01827,NA
PISY,Sapling,Alive,38.6248,78.4119,5.94011,3.57459,0,3.17424,NA
PISY,Adult,Alive,35.1969,72.1469,NA,6.26332,0,7.71866,0
PISY,Adult,Alive,34.4022,75.7968,NA,6.37086,0,7.92083,0
PISY,Adult,Alive,38.2735,77.2033,NA,6.4398,0,8.05138,0
PISY,Adult,Alive,33.5823,74.7048,NA,6.47561,0,8.11949,0
PISY,Adult,Alive,39.7065,75.1085,NA,6.49176,0,8.15027,0
PISY,Adult,Alive,36.8885,72.1959,NA,6.87943,0,8.90204,0
PISY,Adult,Alive,32.3879,75.5516,NA,7.14752,0,9.43689,0
PISY,Adult,Alive,34.6723,73.184,NA,8.02429,0,11.2798,0
PISY,Adult,Alive,33.8971,75.6967,NA,8.76648,0,12.9661,0
PISY,Adult,Alive,35.0293,76.5798,NA,9.49644,0,14.7568,0
PISY,Adult,Alive,36.9789,76.9157,NA,9.61743,0,15.0677,0
PISY,Adult,Alive,32.8687,79.4124,NA,9.63539,0,15.1143,0
PISY,Adult,Alive,33.8504,78.7948,NA,9.75728,0,15.4326,0
PISY,Adult,Alive,35.9575,77.3488,NA,9.92552,0,15.8794,0
PISY,Adult,Alive,38.1685,74.7278,NA,10.4702,0,17.3893,0
PISY,Adult,Alive,34.5702,72.5589,NA,11.0741,0,19.1904,0
PISY,Adult,Alive,35.6941,77.7087,NA,13.3452,0,27.6327,0
PISY,Sapling,Alive,35.2539,82.1203,2.77945,2.40162,0,1.44536,NA
PISY,Sapling,Alive,36.2959,87.3675,3.94602,2.845,0,2.08347,NA
PISY,Sapling,Alive,33.1605,81.9228,8.96611,4.61682,0,4.82946,NA
PISY,Sapling,Alive,38.5253,84.4849,9.57505,4.81751,0,5.16255,NA
PISY,Sapling,Alive,33.054,83.7704,10.92,5.25047,0,5.89825,NA
PISY,Sapling,Alive,38.9978,82.3981,12.5494,5.75653,0,6.78954,NA
PISY,Sapling,Alive,36.5914,84.1439,13.2217,5.95958,0,7.15726,NA
PISY,Adult,Alive,34.6368,85.2141,NA,6.19982,0,7.60015,0
PISY,Adult,Alive,37.3943,82.0401,NA,6.22604,0,7.64902,0
PISY,Adult,Alive,32.8705,84.309,NA,6.30149,0,7.79021,0
PISY,Adult,Alive,36.2333,81.8596,NA,6.36344,0,7.90682,0
PISY,Adult,Alive,34.5895,81.8473,NA,6.67791,0,8.50813,0
PISY,Adult,Alive,32.2154,83.0691,NA,7.06179,0,9.26447,0
PISY,Adult,Alive,32.0316,84.6021,NA,7.6719,0,10.521,0
PISY,Adult,Alive,37.7603,84.9252,NA,7.95868,0,11.1366,0
PISY,Adult,Alive,38.0378,81.3272,NA,12.1272,0,22.7198,0
PISY,Adult,Alive,34.0214,81.3892,NA,12.3661,0,23.6033,0
PISY,Adult,Alive,38.735,86.0553,NA,13.6726,0,29.1576,0
PISY,Adult,Alive,34.7871,84.9897,NA,13.9266,0,30.4153,0
PISY,Adult,Alive,38.1043,84.5138,NA,13.9563,0,30.5668,0
PISY,Sapling,Alive,38.9091,91.1956,3.79998,2.79018,0,2.00359,NA
PISY,Sapling,Alive,32.4664,90.2193,4.06109,2.88807,0,2.14642,NA
PISY,Sapling,Alive,38.1396,95.9047,5.12762,3.28155,0,2.72981,NA
PISY,Sapling,Alive,32.7481,90.7013,5.19406,3.30573,0,2.76615,NA
PISY,Sapling,Alive,36.9686,94.8526,5.4326,3.39222,0,2.89663,NA
PISY,Sapling,Alive,33.9702,89.0034,6.28366,3.69678,0,3.36216,NA
PISY,Sapling,Alive,33.2231,89.6196,7.33605,4.06485,0,3.93782,NA
PISY,Sapling,Alive,37.4843,89.8648,7.34252,4.06708,0,3.94136,NA
PISY,Sapling,Alive,37.4193,95.6473,7.50501,4.12307,0,4.03024,NA
PISY,Sapling,Alive,34.4548,93.5731,10.3399,5.06545,0,5.58093,NA
PISY,Adult,Alive,33.6366,88.9378,NA,6.54672,0,8.25534,0
PISY,Adult,Alive,34.7019,93.6744,NA,6.5826,0,8.32421,0
PISY,Adult,Alive,32.062,93.3164,NA,7.17748,0,9.49746,0
PISY,Adult,Alive,39.6926,90.86,NA,7.32051,0,9.78885,0
PISY,Adult,Alive,35.0159,89.7197,NA,7.57058,0,10.3075,0
PISY,Adult,Alive,35.2145,89.1715,NA,7.80933,0,10.8139,0
PISY,Adult,Alive,36.2087,95.1239,NA,9.59667,0,15.0141,0
PISY,Adult,Alive,32.4698,89.137200000000007,NA,10.304,0,16.9179,0
PISY,Adult,Alive,37.194,88.2754,NA,11.2194,0,19.6457,0
PISY,Adult,Alive,39.6818,90.3866,NA,13.1088,0,26.5923,0
PISY,Adult,Alive,36.9547,94.6892,NA,13.3644,0,27.7195,0
PISY,Adult,Alive,34.8837,92.0288,NA,13.9453,0,30.5104,0
PISY,Sapling,Alive,33.6047,98.4314,3.24538,2.58021,0,1.70022,NA
PISY,Sapling,Alive,37.4423,96.7327,5.38179,3.37384,0,2.86884,NA
PISY,Sapling,Alive,32.6491,98.2966,6.77233,3.86885,0,3.62947,NA
PISY,Sapling,Alive,33.5282,98.841,10.1954,5.01895,0,5.50188,NA
PISY,Adult,Alive,38.0599,99.0837,NA,6.31144,0,7.8089,0
PISY,Adult,Alive,35.8545,98.6473,NA,6.48276,0,8.13311,0
PISY,Adult,Alive,35.2802,96.1115,NA,6.62999,0,8.41548,0
PISY,Adult,Alive,34.3957,98.1623,NA,7.15218,0,9.4463,0
PISY,Sapling,Alive,43.2173,7.4878,10.3598,5.07182,0,5.59179,NA
PISY,Sapling,Alive,42.8523,3.43699,10.8891,5.24067,0,5.88133,NA
PISY,Adult,Alive,43.4753,5.90849,NA,6.19726,0,7.59538,0
PISY,Snag,Alive,47.7792,7.64312,NA,6.42483,NA,8.02296,3
PISY,Adult,Alive,45.9506,7.35361,NA,6.59047,0,8.33934,0
PISY,Adult,Alive,40.6479,7.35858,NA,6.73537,0,8.61975,0
PISY,Adult,Alive,45.8351,0.4637,NA,6.78653,0,8.7196,0
PISY,Adult,Alive,46.9038,3.60466,NA,6.9999,0,9.14081,0
PISY,Adult,Alive,42.3608,2.09531,NA,7.56574,0,10.2973,0
PISY,Adult,Alive,43.7438,7.12056,NA,9.97291,0,16.0068,0
PISY,Adult,Alive,40.6445,0.811764,NA,10.6551,0,17.9257,0
PISY,Adult,Alive,44.3313,7.09156,NA,10.7309,0,18.1494,0
PISY,Adult,Alive,41.6762,5.38597,NA,11.1039,0,19.283,0
PISY,Adult,Alive,41.2608,4.24398,NA,12.7752,0,25.2007,0
PISY,Adult,Alive,42.8418,0.713108,NA,13.1205,0,26.6425,0
PISY,Sapling,Alive,41.1049,8.27889,3.62434,2.72399,0,1.90752,NA
PISY,Sapling,Alive,40.5281,12.6946,4.87627,3.18973,0,2.59232,NA
PISY,Sapling,Alive,45.7389,8.68452,5.12372,3.28013,0,2.72768,NA
PISY,Sapling,Alive,45.4856,9.51196,5.16208,3.2941,0,2.74866,NA
PISY,Sapling,Alive,47.2542,10.181,9.17076,4.68459,0,4.94141,NA
PISY,Sapling,Alive,47.9561,8.81522,11.2166,5.34407,0,6.06047,NA
PISY,Sapling,Alive,40.6559,10.3248,13.6955,6.10074,0,7.41644,NA
PISY,Adult,Alive,40.0469,11.9064,NA,6.33683,0,7.85666,0
PISY,Adult,Alive,46.323,13.3519,NA,6.49638,0,8.15908,0
PISY,Adult,Alive,47.9917,10.7141,NA,6.69236,0,8.53615,0
PISY,Adult,Alive,46.7772,10.6434,NA,6.73219,0,8.61357,0
PISY,Adult,Alive,44.184,13.228,NA,7.00912,0,9.15919,0
PISY,Adult,Alive,40.0412,14.5939,NA,7.02122,0,9.18335,0
PISY,Adult,Alive,47.1084,9.09813,NA,7.83067,0,10.8597,0
PISY,Adult,Alive,46.0869,12.2215,NA,8.0952,0,11.4356,0
PISY,Adult,Alive,41.7888,8.38966,NA,9.76042,0,15.4408,0
PISY,Adult,Alive,42.646,8.06141,NA,11.0547,0,19.1301,0
PISY,Adult,Alive,43.2539,11.1177,NA,11.1713,0,19.4941,0
PISY,Adult,Alive,46.9956,12.8939,NA,11.1968,0,19.5743,0
PISY,Adult,Alive,43.43,10.1012,NA,12.3343,0,23.4836,0
PISY,Adult,Alive,41.7156,9.79496,NA,13.7175,0,29.3745,0
PISY,Sapling,Alive,40.2064,18.7438,4.17092,2.92905,0,2.20649,NA
PISY,Sapling,Alive,46.4213,17.9933,4.21823,2.94668,0,2.23237,NA
PISY,Sapling,Alive,42.4902,19.7822,4.36641,3.00175,0,2.31342,NA
PISY,Sapling,Alive,41.4195,19.7306,11.1475,5.32232,0,6.02268,NA
PISY,Sapling,Alive,47.0728,19.4384,13.6338,6.08245,0,7.38269,NA
PISY,Adult,Alive,40.1153,20.5942,NA,6.28473,0,7.75877,0
PISY,Adult,Alive,45.5665,18.0232,NA,6.31415,0,7.81401,0
PISY,Adult,Alive,45.1695,22.2483,NA,6.50719,0,8.17972,0
PISY,Adult,Alive,47.8967,18.2973,NA,6.51035,0,8.18576,0
PISY,Adult,Alive,47.0973,21.6636,NA,6.56637,0,8.29303,0
PISY,Adult,Alive,46.9043,23.1084,NA,6.57238,0,8.30457,0
PISY,Adult,Alive,42.8765,16.5395,NA,6.62334,0,8.40265,0
PISY,Snag,Alive,46.5596,23.1999,NA,6.84057,NA,8.82555,5
PISY,Adult,Alive,41.2463,22.2703,NA,6.89706,0,8.93683,0
PISY,Adult,Alive,41.8926,18.9487,NA,6.9326,0,9.00713,0
PISY,Adult,Alive,43.5952,21.7229,NA,7.03575,0,9.21237,0
PISY,Adult,Alive,43.5918,20.6341,NA,7.23343,0,9.611,0
PISY,Adult,Alive,41.3663,17.4207,NA,7.58839,0,10.3448,0
PISY,Snag,Alive,42.4355,21.1783,NA,7.92358,NA,11.0603,2
PISY,Adult,Alive,42.1278,23.5048,NA,10.3687,0,17.1004,0
PISY,Adult,Alive,44.9272,16.4168,NA,10.7697,0,18.2648,0
PISY,Adult,Alive,45.3059,18.0221,NA,13.5002,0,28.342,0
PISY,Sapling,Alive,46.1385,29.9022,10.176,5.01271,0,5.4913,NA
PISY,Adult,Alive,47.8793,27.59,NA,6.4171,0,8.00831,0
PISY,Adult,Alive,41.6722,25.106,NA,6.6404,0,8.43556,0
PISY,Snag,Alive,46.4389,24.9618,NA,6.66234,NA,8.47799,5
PISY,Adult,Alive,46.9721,26.631,NA,7.32576,0,9.79961,0
PISY,Adult,Alive,40.5381,25.2984,NA,7.79237,0,10.7776,0
PISY,Adult,Alive,43.0006,24.6154,NA,8.13796,0,11.5301,0
PISY,Adult,Alive,40.9415,28.9935,NA,10.0452,0,16.2027,0
PISY,Adult,Alive,46.6687,29.8249,NA,11.1829,0,19.5306,0
PISY,Adult,Alive,43.8857,29.878,NA,11.9358,0,22.0363,0
PISY,Snag,Alive,41.7072,26.316,NA,12.569,NA,24.3817,2
PISY,Adult,Alive,42.3214,29.9533,NA,12.7158,0,24.9619,0
PISY,Adult,Alive,45.5376,28.8877,NA,13.0045,0,26.1479,0
PISY,Adult,Alive,43.4697,26.8555,NA,14.1735,0,31.7084,0
PISY,Sapling,Alive,45.8866,39.2008,3.72076,2.76036,0,1.96025,NA
PISY,Sapling,Alive,44.1291,37.4859,4.28182,2.97034,0,2.26716,NA
PISY,Sapling,Alive,41.6733,36.0979,6.88892,3.90961,0,3.69324,NA
PISY,Sapling,Alive,43.4437,37.9815,9.34639,4.74249,0,5.03747,NA
PISY,Sapling,Alive,41.6403,39.1845,9.98914,4.95231,0,5.38906,NA
PISY,Sapling,Alive,42.9807,34.2998,11.3922,5.39916,0,6.15651,NA
PISY,Adult,Alive,42.3012,32.3595,NA,6.27332,0,7.73739,0
PISY,Adult,Alive,43.8475,38.2574,NA,6.74614,0,8.64074,0
PISY,Adult,Alive,46.1212,35.3553,NA,6.9106,0,8.96358,0
PISY,Adult,Alive,40.5802,36.7919,NA,7.22012,0,9.58393,0
PISY,Adult,Alive,47.5283,39.0477,NA,9.73327,0,15.3695,0
PISY,Adult,Alive,45.7044,39.2256,NA,9.94559,0,15.9333,0
PISY,Adult,Alive,47.4881,33.3822,NA,10.9284,0,18.7427,0
PISY,Adult,Alive,43.4514,34.5217,NA,11.2766,0,19.8277,0
PISY,Adult,Alive,41.4122,32.9649,NA,11.6882,0,21.1814,0
PISY,Sapling,Alive,46.33,47.7294,3.02218,2.49491,0,1.57813,NA
PISY,Sapling,Alive,42.4249,47.9411,3.93199,2.83975,0,2.0758,NA
PISY,Sapling,Alive,45.006,42.4955,6.70151,3.84404,0,3.59073,NA
PISY,Sapling,Alive,47.2835,40.8923,13.1085,5.92562,0,7.09534,NA
PISY,Adult,Alive,47.5756,44.054,NA,6.15311,0,7.51336,0
PISY,Adult,Alive,40.2439,47.3856,NA,6.30761,0,7.80171,0
PISY,Adult,Alive,45.3195,42.7283,NA,6.65568,0,8.46511,0
PISY,Adult,Alive,41.6607,41.3127,NA,6.72645,0,8.60239,0
PISY,Adult,Alive,42.8112,45.201,NA,6.92327,0,8.98865,0
PISY,Adult,Alive,46.6931,44.768,NA,7.03281,0,9.2064800000000009,0
PISY,Adult,Alive,47.7536,45.6967,NA,7.04627,0,9.23341,0
PISY,Adult,Alive,40.7874,42.2085,NA,7.20688,0,9.55705,0
PISY,Adult,Alive,41.8003,46.8261,NA,7.22147,0,9.58667,0
PISY,Adult,Alive,44.7182,46.2339,NA,7.52476,0,10.2115,0
PISY,Adult,Alive,43.937,47.7509,NA,8.08707,0,11.4177,0
PISY,Adult,Alive,43.3159,40.4799,NA,10.3031,0,16.9154,0
PISY,Adult,Alive,46.8732,47.8967,NA,10.6252,0,17.8382,0
PISY,Adult,Alive,46.1735,41.661,NA,10.7258,0,18.1344,0
PISY,Sapling,Alive,43.0552,54.5797,4.19051,2.93635,0,2.21721,NA
PISY,Sapling,Alive,46.9277,50.1537,5.4753,3.40765,0,2.91999,NA
PISY,Sapling,Alive,47.2357,51.982,7.8675,4.2472,0,4.22852,NA
PISY,Sapling,Alive,42.8649,55.4417,8.71041,4.53166,0,4.68959,NA
PISY,Sapling,Alive,43.2321,48.0845,10.018,4.96167,0,5.40487,NA
PISY,Adult,Alive,46.5515,53.1706,NA,6.30189,0,7.79097,0
PISY,Adult,Alive,45.6803,55.4324,NA,6.33842,0,7.85966,0
PISY,Adult,Alive,42.1824,54.9625,NA,6.35284,0,7.88683,0
PISY,Adult,Alive,46.6647,53.0746,NA,6.47971,0,8.1273,0
PISY,Snag,Alive,47.4113,50.9277,NA,6.50626,NA,8.17795,1
PISY,Adult,Alive,43.0595,51.9146,NA,6.5086,0,8.18241,0
PISY,Adult,Alive,43.7241,49.6554,NA,7.04604,0,9.23294,0
PISY,Adult,Alive,42.662,52.2553,NA,7.15262,0,9.44718,0
PISY,Adult,Alive,45.9533,49.6965,NA,7.34214,0,9.83323,0
PISY,Adult,Alive,43.0797,48.4948,NA,7.44765,0,10.051,0
PISY,Adult,Alive,47.1995,52.1525,NA,8.63526,0,12.6587,0
PISY,Adult,Alive,43.5835,54.1624,NA,10.6017,0,17.7694,0
PISY,Adult,Alive,41.2143,53.6484,NA,14.15,0,31.582,0
PISY,Sapling,Alive,43.4304,59.3353,3.74794,2.77059,0,1.97512,NA
PISY,Sapling,Alive,47.3486,56.4282,3.84532,2.80722,0,2.02839,NA
PISY,Sapling,Alive,46.7042,56.6088,6.37703,3.72982,0,3.41323,NA
PISY,Sapling,Alive,41.8056,61.8722,7.05288,3.96673,0,3.78293,NA
PISY,Sapling,Alive,45.1758,57.6258,7.05741,3.9683,0,3.7854,NA
PISY,Sapling,Alive,43.9685,57.3826,11.9863,5.58387,0,6.4815,NA
PISY,Adult,Alive,43.7653,62.3064,NA,6.27755,0,7.74532,0
PISY,Adult,Alive,42.3973,57.4662,NA,6.30413,0,7.79517,0
PISY,Adult,Alive,42.0786,57.8493,NA,6.68497,0,8.52182,0
PISY,Adult,Alive,47.0124,63.3111,NA,6.68958,0,8.53077,0
PISY,Adult,Alive,42.5157,59.2809,NA,6.70668,0,8.56397,0
PISY,Adult,Alive,46.0135,57.8219,NA,6.80514,0,8.75604,0
PISY,Adult,Alive,40.0206,56.2584,NA,6.9389,0,9.0196,0
PISY,Adult,Alive,47.9814,58.9474,NA,8.15327,0,11.564,0
PISY,Adult,Alive,47.6542,61.5697,NA,9.07081,0,13.6956,0
PISY,Adult,Alive,46.4844,63.8484,NA,9.12994,0,13.8401,0
PISY,Adult,Alive,46.9102,61.9664,NA,9.23787,0,14.1062,0
PISY,Adult,Alive,41.7379,63.3598,NA,9.76293,0,15.4474,0
PISY,Adult,Alive,44.6265,59.5519,NA,10.0492,0,16.2135,0
PISY,Adult,Alive,46.347,56.4111,NA,10.202,0,16.6334,0
PISY,Adult,Alive,40.7765,63.2542,NA,13.35,0,27.6543,0
PISY,Adult,Alive,45.6926,60.1189,NA,13.9653,0,30.6131,0
PISY,Sapling,Alive,42.9331,70.9466,5.1862,3.30287,0,2.76185,NA
PISY,Sapling,Alive,40.0246,66.7916,6.01626,3.60176,0,3.21589,NA
PISY,Sapling,Alive,47.0638,65.9582,7.76735,4.21301,0,4.17374,NA
PISY,Sapling,Alive,43.865,66.4996,10.9876,5.27186,0,5.93522,NA
